id_rendez_vous,delai_reservation_jours,score_fiabilite_client,moyenne_notes_client,anciennete_compte_jours,nombre_total_rdv_client,score_distance_geo,cible_paiement
6efccce9-934f-4254-9dcd-9416f31bb558,14,71.43,4.15,843,35,3.10231080,1
e28f09c9-e23b-4d4c-80b2-88468a8d771a,8,78.79,4.15,837,33,5.12591720,1
35e1145d-8c4d-428e-9f3f-8a70f9e70ae4,2,70.97,4.13,620,31,1.90388090,1
93f6b18d-cb55-4ded-a93e-484f603198c9,14,76.00,4.38,696,25,null,0
ae5f0379-3f3b-4812-9b01-1bd95cd16918,11,71.88,3.89,625,32,2.49341810,1
00afa6c4-8bc1-4d20-96c5-65bd1b327a6e,27,76.19,4.30,906,21,1.59135640,0
c94f414d-98a4-4942-872e-96f281aa859c,14,71.88,3.69,126,32,2.58363670,0
5b91d140-58e7-4243-a8ca-1487f8cf4576,20,77.14,3.68,289,35,1.83084390,1
81e0db55-9474-435c-bea8-5a5d62b9aee3,12,78.26,4.00,194,23,1.85068300,1
85414aa7-68e0-4bf7-944f-2b5d203625f1,10,70.97,4.13,620,31,5.02959500,1
0b7f863d-00b0-4e96-b5ae-afe5181bf372,12,81.25,4.04,1022,32,5.08198300,1
51600a1b-4d42-4509-80b4-d33bacebeded,7,61.54,4.10,983,26,1.19424840,0
095e1d8b-2775-4dd4-933f-f8c304965dd6,11,79.31,4.14,230,29,1.37578750,1
be5d1b58-0e6b-4c33-b161-8c27bfc007e6,28,62.07,3.57,1191,29,2.59072540,0
7e89382e-3850-4004-bfc8-09aff433fb7e,18,81.25,4.04,1022,32,null,0
78a3a106-487e-4ced-b84c-7d42912f19f2,2,74.36,4.11,706,39,3.21851800,1
b9ac7548-ffdc-4d12-9d6b-9f717336e3c6,21,81.58,4.33,1132,38,2.95321920,0
e9414b7a-098b-4f98-a6d6-299eec8e616d,11,72.41,3.84,907,29,3.35197660,0
52a7d2c0-8c9e-49e1-bf14-226c7047a48d,20,70.00,4.17,988,30,2.30089420,0
4b006c2a-5bba-4882-9533-7b1a68c96f87,11,79.55,4.19,294,44,4.53784530,1
6e6cd66b-2ba9-41a7-9c4a-7f7d929e92a7,1,78.95,3.77,218,38,3.59665220,0
c52c8e84-d0ea-4ef0-b5be-efa658a652e1,25,76.19,4.00,508,21,1.94436600,0
927c1706-9244-4201-bcfe-95cc5f86c726,15,74.36,4.11,706,39,0.61071080,1
294432c4-e163-42de-9e71-3d7dd3b248c1,29,74.07,3.73,434,27,3.38923180,0
c25a6f59-778c-4fe3-bca6-8d7feda1125a,27,76.19,4.30,906,21,null,0
5a7db5b4-2741-4483-98be-b0f74a03e841,20,68.97,3.73,395,29,2.56480650,0
7a71c4da-ec6c-4f88-bf25-67f8ed034207,29,79.55,4.19,294,44,4.53784530,1
6c045d78-014e-451b-8d5c-b08fed77a855,14,85.19,3.79,447,27,2.29301490,1
f4f7b65a-31e0-4ce8-94ee-a5792638c031,15,68.57,3.94,174,35,0.97737800,0
fcb9b30d-3b24-464d-b605-ec78ed16d2c3,5,79.55,4.08,1062,44,3.96268740,1
893bccf1-2fe8-4841-b7a2-6c360231d0aa,16,74.19,4.06,79,31,1.28029910,1
cdf51a7c-9d28-4ad7-9fca-981b3f0460cf,3,70.00,4.17,988,30,3.49332970,1
01360ccc-7e4a-45c8-9d87-607ba876865a,4,76.00,3.86,371,25,2.61056110,1
bdaaa8f8-9b01-4c06-9eca-f70367da2661,23,77.14,4.33,1026,35,1.21311900,1
0b62e861-7507-4e17-864c-7112f6cc15ae,25,80.77,4.06,211,26,2.41118890,0
792bb409-4863-48e2-a146-9442e4b0e069,15,71.43,4.27,1070,21,2.18851460,1
f59c0349-715a-4d14-92cd-23a653cbad9e,7,86.96,3.92,60,23,1.36310720,1
c0a45263-cf08-4ab6-96ec-fc7359744bce,11,80.65,4.31,1092,31,4.04140840,0
a3bcf8c4-0a4d-459a-97f0-2256e58bece3,21,68.57,3.94,174,35,2.19126850,0
5fcd3443-a3b5-4d00-9d20-361e4574b7fd,27,65.63,3.67,1042,32,2.48110560,1
88efc2f9-9fe9-43db-a01d-391158795673,15,80.65,4.31,1092,31,3.14144900,1
ed62b5da-0722-4bcf-9a76-2e6f66e6d7c0,16,71.88,3.89,625,32,null,1
3ed127aa-45d9-4655-aa83-897e12182983,1,80.65,4.11,307,31,2.21293100,1
b0a16721-a5de-46c5-90ff-595ca1200550,18,90.32,4.05,639,31,3.94307790,0
5f2b366a-4e0c-4f34-98b1-db25e18ff369,11,74.19,3.91,505,31,3.14144900,0
553b32ea-5485-406c-8041-d34ec2595376,2,75.76,4.00,105,33,0.50730800,1
b9174cf3-c51d-4a93-a309-ca2bb56fe08e,9,85.71,4.14,1126,35,3.93612340,1
cacd8232-8f32-4d63-8d7d-9dec10d39708,26,79.17,4.00,744,24,1.74051420,0
da9e3399-4c4a-4039-be6f-5fc0b02a1514,20,86.36,3.69,640,22,1.56745300,1
86d2b9c4-fab2-4301-9866-2fbe98e0d064,19,79.55,4.19,294,44,4.53784530,0
27c8094d-bd34-4a91-9738-09ced4ff5f47,19,78.38,3.88,543,37,0.00000000,0
bfa8c4a6-9e3c-4692-8aac-48a42b8ed0d8,29,80.00,3.50,1076,25,3.24773380,0
d2d2308c-b0c3-4ed0-a1b9-62ff010398a7,8,80.77,4.06,211,26,null,1
a0e08b3d-b459-4d6f-baef-e6942e618344,5,77.14,3.68,289,35,0.98066840,0
340b924a-fb1b-4c0a-8d0f-ccad337dfd91,21,76.00,3.86,371,25,1.98611010,0
d7497c67-99c3-4907-a577-b3686ee6e4a4,14,81.25,4.04,1022,32,2.21293100,1
d567ea67-9155-4b02-a4ec-0b267860657b,7,80.65,4.31,1092,31,3.35197660,0
702e78bf-fb3f-4f4d-bc3e-185b8da48127,9,71.88,3.89,625,32,0.50730800,1
3837c0fe-4817-4b47-a2c8-593f725f1cb1,2,85.71,4.14,1126,35,3.93612340,1
90763ec8-a041-493a-93e1-69bc62ff1d17,13,77.78,3.90,966,18,5.15161470,1
0a63d322-3dfb-4109-b7c5-bd52aae4c538,10,70.97,4.13,620,31,0.49450360,1
e4d0ca6c-ec92-484b-b3e4-9f238de8a2c7,25,71.88,3.69,126,32,2.61056110,0
2ce68498-5bb2-4b61-bc1c-0484a0139ca3,1,78.95,3.77,218,38,0.00000000,1
d42aa84c-d4f2-4c26-b3d4-178d05e233be,10,84.85,4.00,81,33,3.84648020,1
e0850cf4-3416-47db-ba02-afc3afb53bae,29,78.38,3.88,543,37,1.94436600,1
76b7f1f9-deb3-4377-80bf-de1d5cbf3714,27,85.19,3.79,447,27,2.94978350,0
0f8a1599-e03e-49c1-8c50-edca4bddc5b3,11,62.07,3.57,1191,29,2.54483100,1
869cd911-c9e9-4475-b886-d60ea3226151,6,76.00,4.38,696,25,1.36310720,1
5ed2d6cb-f846-40e5-a256-c2e84b6cb63b,15,78.79,4.15,837,33,2.82828940,1
0b1bd4d4-a885-4b0a-8867-b0144ebf3647,5,85.71,4.14,1126,35,3.13761700,1
c7cfab3b-5cee-4722-8e04-a08f7a88dbb1,26,84.62,3.82,824,26,5.23384390,0
f1a25f58-2441-4855-a79a-e0453dbd9766,19,83.33,3.87,329,30,null,0
91dfc743-67b7-4ecc-bffd-d0c95822d549,25,78.26,4.00,194,23,3.26253020,1
a0107ace-981b-4c50-8e12-460a0fb46961,22,62.07,3.57,1191,29,2.59072540,0
ad22ab10-ba1c-4e33-8b3c-6b90d1361a7d,26,83.33,3.87,329,30,null,1
1f7a6151-3b95-430f-b11a-7682d3b91221,19,71.88,3.69,126,32,1.85068300,0
48c1d5a1-064c-4ab2-909b-8c18aa4175a3,3,77.14,3.68,289,35,3.61386580,1
c3a6f68b-a6db-4ec8-a06d-a1bb4672cdfe,19,78.95,3.77,218,38,3.32780610,0
74140046-753e-4d3f-b066-3ef908f7375b,6,79.31,4.14,230,29,1.09897080,1
ad6bffea-fb57-4684-b8af-30cc3ec502f7,23,79.55,4.08,1062,44,3.66400140,0
19e3fb0f-7001-4b68-8d73-3e39639824d7,3,65.63,3.67,1042,32,0.71752740,1
431cc044-b6be-4805-8440-d4f7f64e45f1,19,68.57,3.89,1127,35,0.00000000,0
a5eed93c-ff65-4c70-b814-b9c141a4ecaf,4,66.67,4.07,650,30,1.65828500,0
d81b65ee-c960-471f-abb3-67434abd9738,5,71.43,4.15,843,35,3.10231080,0
8c2d6664-93d5-43db-a412-a2b4036f71f4,29,71.88,3.89,625,32,3.32780610,1
69d7d463-852e-46a4-abb1-f3de8294cef7,12,81.08,4.00,1159,37,4.04140840,1
51bb1d6c-116a-4763-930a-ac25f1286289,30,74.36,4.11,706,39,0.00000000,1
731b1f14-a048-468e-b393-d65e0d520a91,11,77.78,4.08,195,27,3.98005760,0
c3d08321-9f76-4aeb-ae78-027c8e86494f,23,72.22,3.85,1141,36,3.19863300,0
0b65d271-93ff-44c5-a1e5-18d73fcec239,29,75.76,3.93,683,33,0.00000000,0
8e31b845-a2b1-451a-a909-1a55c0c36e0a,3,77.14,4.33,1026,35,1.21311900,1
5ea33b8e-9d15-4a56-80fd-721ab8bcf1b9,24,70.83,4.17,330,24,2.18851460,0
d80f46d6-81fe-48dd-b626-591f6174d5fd,3,84.85,4.00,81,33,2.41118890,1
718de8ed-4ef4-41ff-b1a9-4f601dbd9688,19,78.26,4.00,194,23,3.39198570,0
6d36c65e-b968-4df4-a101-42010a7bc295,24,78.95,3.77,218,38,1.88839640,0
42e2df44-1e9c-47b5-badf-c726dc8eaf6e,21,71.43,4.15,843,35,3.08522900,0
5f8d669c-b41d-4796-9925-e2bc754ef2da,17,70.83,4.17,330,24,2.16434410,1
ca27c2fe-761a-4e3f-a247-21520b4fae97,11,83.33,3.87,329,30,null,1
40ce7a75-ade2-472d-b4a6-7e639bd83dde,27,75.86,4.12,366,29,0.77299110,0
d6482b7f-e2ea-4c5f-8dab-c59c3265cdfb,25,84.85,4.00,81,33,2.68301820,0
33dd880e-6698-4a16-aaa1-ef481e2ef6c4,14,80.00,3.50,1076,25,3.24773380,0
06ed09e6-ce60-4585-8407-9c8e39b76428,18,74.36,4.11,706,39,3.21851800,0
6f4a2da9-f79a-4738-bd10-d894d3ced2ce,10,77.78,3.90,966,18,3.84648020,1
abc90a26-c593-4c66-866a-54036400492f,11,68.42,4.09,335,38,2.75064240,1
79554d81-2e0c-4a5d-9a30-de8714c3fab3,21,84.62,3.82,824,26,0.00000000,0
65aef78c-f324-4783-a72a-a2a84d7eda11,18,66.67,4.07,650,30,3.84648020,1
42355db3-cc1f-4a4c-9010-601d39ad5acb,18,86.96,3.92,60,23,5.14580220,0
3923e87c-07ef-4d10-9927-a3c3db20b6c7,21,71.43,4.15,843,35,3.10231080,0
94d8edd0-f183-49c9-a26b-24a22e99a3b2,2,62.07,3.57,1191,29,2.59347930,1
70aa2ca2-9caa-4f6e-bb3f-0121b3ea51a8,19,81.08,4.00,1159,37,4.04140840,0
16819e0d-c8c0-480a-9bb7-d1b0b5db57e5,27,79.55,4.19,294,44,1.94436600,0
f4f655aa-57f2-444a-afaa-c4d1fc9f5f60,28,75.76,3.93,683,33,2.54483100,0
57527c0c-7169-4358-bdc8-d3d162e76a9f,21,74.19,3.91,505,31,2.09239490,1
68310ff3-2b80-4a4a-b7b4-1c298f45f2ed,14,78.38,3.88,543,37,1.99946800,0
45252c07-cc0d-491c-b90a-581dabb66666,7,78.95,3.77,218,38,3.94280240,1
1b34a021-862a-4533-ae41-5e93354d80b8,21,82.05,4.04,774,39,2.68298130,0
831ea0c0-e4f2-4a21-abc1-5cd691f30a1c,30,76.92,4.09,950,39,0.89995940,0
14046912-8a62-4296-9fc7-26c345fabc02,29,76.92,4.09,950,39,0.89995940,0
1d470152-0f85-4a6d-8b9a-c09720cf5778,17,62.07,4.36,1143,29,2.59072540,0
6fa4ce9a-1589-4a24-8f55-da214fca9d16,11,90.32,4.05,639,31,1.19424840,1
14e1657f-2137-4e56-99ea-755e897cb759,17,80.00,3.50,1076,25,4.02072490,0
28a5e237-651d-4224-b923-9bb3b402ba73,25,78.95,3.77,218,38,1.88839640,0
803189aa-6d78-4767-9c2a-1a6165a7fbb6,10,83.33,3.87,329,30,null,0
f4ccce16-a4c6-4dcc-b58a-ff9a60e38d23,5,71.88,3.89,625,32,0.50730800,1
52e05366-41ac-4b5d-bc2d-fb7c65b3a1bd,15,72.41,3.84,907,29,1.88839640,1
760b967c-8386-40f9-ad9b-93e7a29d2592,29,79.07,3.76,969,43,1.09897080,1
5bf0db36-110a-4412-8e94-df03ecd46d0e,16,77.78,4.00,905,36,4.53784530,1
594f75fe-c71c-44bf-8a36-bfdefeff15fe,30,72.73,4.50,634,22,1.55639400,0
1965db95-8413-4394-b991-e122236e8a0b,19,80.00,3.50,1076,25,0.00000000,0
d0a78c6f-ee52-4b38-b7c8-21f0c8740550,10,68.57,3.89,1127,35,0.00000000,1
d2dc2bdd-14b4-446d-a5eb-d780d5cb22d4,5,78.13,4.11,181,32,1.36408930,1
de31472c-9aa4-45bb-80fb-d5d581840a98,19,62.07,4.36,1143,29,3.38923180,0
f3ce7ca6-092f-4532-be8b-cb879eca9417,6,76.19,4.00,508,21,2.56655490,1
0f36fddd-e433-4d39-af22-58af300a089d,15,77.78,4.00,905,36,4.77976700,0
11f1e9c6-0dc0-44a4-9889-26fa049ffaa2,28,62.07,3.57,1191,29,2.59347930,0
780004fe-1b1b-4011-8581-ab327fcf99e7,3,70.83,4.17,330,24,1.20071720,1
4d954a01-a1eb-4725-88a6-2ea3a0d155a5,29,77.78,4.08,195,27,3.39198570,0
5d07ae65-3825-4906-b209-e1ba3c948b57,4,79.55,4.08,1062,44,3.21851800,1
4e2cbbca-3f12-4599-9eac-d15881eafd4d,28,81.58,4.33,1132,38,0.65568080,0
f2ec02bf-ef00-4c1c-8a88-946a58fa52a5,21,85.19,3.94,207,27,4.63722590,1
198f04b8-9061-40ac-bd0b-90c4ccea4eed,27,78.38,3.88,543,37,2.89942740,1
4c94cc9f-a547-40ef-9732-5ac54a01be13,8,74.19,3.91,505,31,3.14144900,1
08661363-3f95-40f1-bdab-1d947671cc19,20,65.63,4.31,293,32,1.85068300,0
3b0902c7-19e0-44e4-a86f-f7577c0e563d,22,80.65,4.31,1092,31,null,0
b76ce30e-4580-4fd5-89b7-d45e55b96250,5,79.31,4.14,230,29,null,1
822c7f0e-19b7-4b2f-a2aa-37885f93f6f5,7,72.22,3.85,1141,36,0.77299110,0
27d3734a-2563-4d7f-aa70-06a0f31b4d76,22,77.14,3.68,289,35,2.21293100,1
6588b669-e5f6-44a7-b5cf-ca8b59233262,6,81.25,4.04,1022,32,3.89886820,1
ebd0df19-d3ea-4fdc-9f48-aba74c8c754b,23,68.57,3.89,1127,35,3.59665220,0
2696caed-7624-4bc6-911e-9fe49b55cfa2,13,78.38,3.88,543,37,3.71066610,1
76689c90-345e-48aa-bd57-75f591cbd1e6,23,84.85,4.00,81,33,3.84648020,1
52afd18a-d189-4dd1-9e2a-eec66bd792bb,17,80.00,3.50,1076,25,2.74042580,0
2a6613da-5474-46bf-bd94-5d01a57f36f1,26,89.29,4.14,566,28,3.63390740,1
92566c63-b012-454f-9143-c861793c6577,18,68.57,3.89,1127,35,3.53315680,0
c67d34fd-8fe2-4024-bb7a-bda9587c3ae7,29,79.31,4.14,230,29,3.43887450,0
c2693db3-408e-4502-a9ac-ba51be7ea564,20,77.78,4.00,905,36,5.14580220,1
2fd2c875-22f7-446c-8fab-4e566852a67a,29,80.65,4.11,307,31,5.70626070,0
adc85b3e-d696-4d2c-b310-cc05847b22c6,19,68.97,3.73,395,29,0.79850640,0
db700017-de78-4175-9bba-44b19966a1f5,9,81.08,4.00,1159,37,4.04140840,1
ea036d7a-64f4-4cca-a37d-caa85a69eca6,9,79.55,4.19,294,44,4.53784530,1
68181020-70f4-4142-a3b2-77baaa78a81a,20,72.73,4.50,634,22,3.53315680,0
58d6a99d-5aff-4c98-bcd6-325ae9a5c530,18,74.07,3.73,434,27,3.63390740,1
3e06da14-97e8-4c9b-81ec-60d7eb826af8,14,65.63,3.67,1042,32,1.74051420,1
1baff20b-eeb9-4954-9d95-e8194656c9bb,26,79.55,4.19,294,44,5.14580220,0
bf07e96f-da92-408a-822f-46061a65de76,6,80.65,4.11,307,31,3.61386580,1
3f86e26e-a458-4491-829e-30cd03435e6c,2,72.41,3.84,907,29,0.74416940,1
df0f58a4-7f14-42be-ad41-ff1363ec274d,24,76.19,4.30,906,21,2.35316550,1
a1e30638-32bd-4c4a-ba1f-af1cc1426b7b,2,79.07,3.76,969,43,2.25575970,1
1da9f502-6bfd-42af-b5ab-5fb31a734e4c,21,79.55,4.08,1062,44,3.66400140,1
cb150639-0e45-493e-9538-a76c1c38d4e1,4,70.97,4.13,620,31,3.84648020,1
7b63641c-b948-4823-9985-e192594b307f,16,78.13,4.11,181,32,0.82717920,0
f533761e-ccd6-4cd4-95b9-1bf9b166a367,14,78.95,3.77,218,38,0.00000000,0
c23f69dd-518e-4332-9619-c2eec073b330,19,70.83,4.17,330,24,0.97737800,0
1db27eca-d9d0-49f7-a1f2-1dbdd9ec0a41,2,85.19,3.79,447,27,1.20926930,1
7d772b3b-de4e-435e-b534-1512fe5157a2,2,85.71,4.14,1126,35,3.61386580,1
331b08ba-86ed-4e88-9b2f-56a550034ca2,12,86.96,3.92,60,23,1.43513610,1
0d4d7fcc-8df5-4ae6-82a2-c5cda303f89b,15,66.67,4.07,650,30,3.10231080,1
0dfaab74-ee13-4be3-b2a0-d3a032a78d09,18,78.38,3.88,543,37,4.53784530,0
9d84c512-461b-4c19-b538-c44ad5c9201a,3,83.33,3.87,329,30,null,0
5a1d8a8c-9adb-4de5-b3b1-370b1603e0e1,1,78.38,3.88,543,37,5.14580220,1
a68d68f7-ecda-402f-983f-7f8229911e2a,24,77.14,4.33,1026,35,0.00000000,1
2c3eec64-d338-4b91-b46f-b523dd9692a5,28,62.07,3.57,1191,29,0.97737800,1
8240c053-3cce-48b5-a316-929fb43bc9a5,23,74.19,3.91,505,31,2.58363670,0
e56800cd-5c60-4fb8-b5ae-f7877d7171d8,29,68.42,4.09,335,38,3.44479040,0
f65940e6-a614-4d7c-acc4-d0c66f6f9864,26,70.00,4.17,988,30,2.48110560,1
d263f304-93ea-4169-89f2-6aa25e272d82,8,65.63,4.31,293,32,2.85248280,1
4badd537-c1ff-4cda-a2f6-7911c5d8f2e2,5,65.63,3.67,1042,32,3.26253020,1
6a654084-550d-41a0-adff-d6bc47a8dbbe,11,83.33,3.87,329,30,null,1
fb380483-9d63-4c57-aba2-ddec16626a60,11,77.78,3.90,966,18,0.49450360,1
63880bc2-7589-4544-9a23-e40923344462,28,79.07,3.76,969,43,null,0
6d0c115e-d625-4f2c-8763-b0e44b23ed3a,24,77.14,3.68,289,35,3.42220030,0
6f586268-6c58-4c5d-a492-2be3d6daa189,13,71.88,3.89,625,32,2.56655490,1
45b2c2dd-09dd-4a0c-a0ae-81a4eed7087c,18,75.76,3.93,683,33,3.14144900,0
7695c2d1-5d7f-4994-9932-3befcae7d6f6,8,78.79,4.15,837,33,1.28029910,0
4d8d159f-77bc-48d8-b8ed-7fd670d9d478,8,68.97,3.73,395,29,1.19424840,1
66d17ee5-8cee-472e-bbf9-5a15c19c9d1c,26,75.76,4.00,105,33,1.13499100,0
625c146f-1396-4d10-8917-c172a4813744,29,80.77,4.06,211,26,5.02959500,1
c56e75ab-3f6a-49ad-8511-8640777cdcfb,4,74.19,4.06,79,31,1.21311900,1
a8a8b253-01ed-4c40-9486-8a6c18e8cc06,27,78.38,3.88,543,37,1.34303340,0
622516a0-4c26-4775-b1c1-d33d2c337583,26,77.78,3.90,966,18,0.49450360,0
40b57393-879e-4565-a683-2ca384376b77,13,81.25,4.04,1022,32,3.89886820,0
332be71b-d3c3-4726-aaf9-c3d870bc1edd,11,70.97,4.13,620,31,3.10231080,1
26c07bbd-fb61-4f46-b3d9-e80465a8ea85,4,74.36,4.11,706,39,3.21851800,1
ee3d7161-0a23-4f73-9b3e-6ea29d7b3f95,29,68.57,3.94,174,35,null,1
d8b08843-2507-4d12-ae8b-b70887dbd85d,10,75.76,4.00,105,33,2.58363670,1
e71b4a52-2941-4c7d-907f-90759d5b13cc,16,75.76,4.00,105,33,2.49341810,0
c3ebf606-76a8-444e-9b8f-e2d9e995fde1,8,72.22,3.85,1141,36,3.19863300,1
0f33ac3a-4a2d-415b-9da0-22a029d9ef2e,13,62.07,3.57,1191,29,4.63722590,0
6707cead-9671-4259-9d17-c19f1833a391,3,74.07,3.73,434,27,1.85068300,1
374c7aac-7108-4054-a08a-612681d8a938,24,61.54,4.10,983,26,2.74882950,0
d96fe5ab-20c7-4813-865c-e887f2eaa057,27,77.14,4.33,1026,35,4.53509140,0
a337f333-2d5b-43fd-8cf6-2c2ff6ee03ac,8,76.19,4.00,508,21,2.59072540,0
cc143499-3738-4139-ae33-36af8d803171,7,85.19,3.94,207,27,3.65984790,1
f6cf0861-3785-4956-adbf-7dd2a8237ea2,28,75.76,4.00,105,33,2.58363670,1
1a0ab400-4d52-46d8-bdac-3b78501a36ba,28,78.79,4.15,837,33,1.41525110,0
adece81d-8803-4047-8e93-626fbb2a88eb,30,68.42,4.09,335,38,4.04140840,1
490e3031-f6c2-4fed-8f94-86a44c6f537e,18,83.33,3.87,329,30,null,0
0b9fe679-df94-40e1-a65f-a6f9fdbfbd7b,11,84.85,4.00,81,33,1.90388090,1
3fbd5e15-ab9e-4f0c-869b-c3fd47945cae,3,72.41,3.84,907,29,3.35197660,1
3373c59d-5b2e-49ec-bda2-8035c9f0429f,30,75.76,3.93,683,33,0.00000000,0
2e024b7d-0a10-482b-a28e-9878e9049738,8,75.86,4.12,366,29,0.00000000,1
68e930e3-80da-494c-881f-4ee96d8e9ca8,9,68.42,4.09,335,38,4.04140840,1
dc98e823-b700-4cf6-a972-6b7917fbb8ba,11,71.88,3.69,126,32,0.74416940,0
08cd6c70-5a93-4d63-8421-fb555df64106,19,82.05,4.04,774,39,1.76630010,1
6794a42e-bcf3-4314-90e3-7b6aa1743d9d,19,78.95,3.77,218,38,0.74416940,1
c6e04954-8d46-43b2-acd9-60c5b663b7b9,13,78.95,3.77,218,38,1.88839640,1
0a45d878-3acf-4a09-aedf-faf36fa686a9,19,70.00,4.17,988,30,2.48110560,0
6553958f-fc44-4222-a340-7339d593d96c,23,78.13,4.11,181,32,1.78338190,1
7c7a396c-a537-4aae-9fd8-ca7225b5cec6,11,71.88,3.69,126,32,1.51159030,1
fa9e46ea-9761-4055-9653-69438439de28,21,76.19,4.30,906,21,1.59135640,0
496aee4f-2c9d-41a9-a770-5be4a86573fe,17,83.33,3.87,329,30,null,0
fcbddb02-63c5-411f-abbb-4dccbd30b7c0,19,86.96,3.92,60,23,2.11601110,0
a0209fce-6238-44bf-a60a-6d729cb1ce6a,26,81.58,4.33,1132,38,1.08483340,1
49005e6c-b308-433d-b441-35bb1b873523,14,76.92,4.09,950,39,0.89995940,1
431f7390-6e83-4701-bc2d-340a500641c2,7,76.19,4.00,508,21,3.20143620,1
cd2b2fd1-a5ff-4f9d-8ff6-71921fa2c846,16,77.78,4.08,195,27,1.20071720,0
95ecf491-c4b9-4a69-aa3c-978481eacd38,8,80.77,4.06,211,26,3.08522900,1
9c21a503-b5bc-4f7c-abb4-05920e59481d,5,79.07,3.76,969,43,2.94978350,0
5d1d557e-b084-46d5-852d-a137653f273b,5,70.00,4.17,988,30,0.75290390,1
4cc0a18c-b9f8-4ef2-a647-2ef6ee4f23e7,14,77.78,4.00,905,36,4.53509140,1
0a424dd7-41e9-4b4b-93f1-afc2ccd2c0ed,8,72.73,4.50,634,22,1.55639400,0
8d3c60f6-f399-48a9-86c9-c642822a28dd,26,77.78,4.00,905,36,2.89942740,1
69f61283-44eb-4a1d-a1f4-c954b57c2a03,1,77.14,4.33,1026,35,1.98611010,1
96d58c70-2aab-41cb-80b0-f17614fe82a9,6,68.57,3.94,174,35,2.79922540,1
39f59552-51ea-4b27-b7c0-9374ea719778,24,76.00,3.86,371,25,3.39198570,0
046500ef-a32e-4a9e-a25a-58930e49d784,30,78.79,4.15,837,33,3.18155120,1
bcf2a25c-47f0-4852-959f-719042f789c3,12,75.76,3.93,683,33,1.56745300,1
60d1e433-8613-426b-8f49-de5291adcd77,13,85.19,3.94,207,27,2.74042580,1
c6900c02-b65d-4a9f-8954-d1f1e93254b6,14,68.42,4.09,335,38,0.89995940,1
c060ddcd-3f49-431a-be6b-7122cbec5308,19,82.05,4.04,774,39,3.71066610,0
4c85e01f-72a5-493d-b4c9-3832ce64ff58,9,75.76,4.00,105,33,0.00000000,1
1604b809-dc49-400d-8092-98c77cf80736,12,71.43,4.15,843,35,5.15161470,0
72c5b1f4-f5e6-46bc-962f-cbc6f18970a0,18,70.97,4.13,620,31,1.90388090,0
87cb78e4-f631-46c0-83f0-dfd28db75faa,3,71.43,4.15,843,35,3.95917920,1
6a71d744-bc12-4a82-a4fe-a2ab3b96f957,19,89.29,4.14,566,28,1.19424840,1
0bb4ac6c-e988-41d0-9c84-7af5999f9b45,25,84.85,4.00,81,33,0.49450360,0
4616c6bc-f8e6-41e2-8a8a-d899d8a00fdc,7,76.19,4.30,906,21,2.44153190,1
77e37cd6-212f-445b-b147-47128c10c549,24,74.19,4.06,79,31,1.28029910,0
7afcd5fe-b513-403b-b95d-181f927f27f4,10,74.19,3.91,505,31,2.61056110,1
a4b13aaa-f038-4b45-aac8-86991116c7fe,26,62.07,3.57,1191,29,2.59347930,0
6a80d03d-5de1-4cee-998b-dbc8ed31b8c4,6,76.00,4.38,696,25,2.30089420,0
50443dc9-d0b1-40fc-87ba-42796b59d35b,21,71.43,4.15,843,35,3.10231080,1
13c3cc27-c46d-4740-90c5-594633487ffd,27,77.78,3.90,966,18,2.68301820,0
c31c8180-19d6-4d37-a9b0-ce510566794b,8,70.83,4.17,330,24,2.16434410,0
0e837bd9-6aca-48ff-9091-cdb4ca551898,4,72.41,3.84,907,29,3.35197660,1
dc9c7a07-4286-43f2-95ad-5859b9ecf720,7,77.78,4.08,195,27,3.39198570,0
1296b698-fe30-4ca2-a89f-d43880df4f0b,11,79.31,4.14,230,29,2.25575970,1
c5d30e58-4b2b-47d8-a946-016d69e035e6,4,79.31,4.14,230,29,1.09162490,1
da72c5bf-7530-41fb-8d71-beff61a82e68,6,74.19,4.06,79,31,3.18155120,1
5af4ee8b-f4c6-4283-a061-8951cc2d0235,10,77.78,4.08,195,27,3.38923180,0
79e16bf2-097d-4225-a889-a0b18dd6080c,28,74.19,3.91,505,31,0.74416940,0
b15260cd-10b6-4438-9689-20baee636af0,23,84.62,3.82,824,26,2.74882950,0
61b39955-418d-4172-91f7-8713d3f7d035,2,77.14,4.33,1026,35,0.00000000,0
c31f4c73-4697-4b9b-9ef7-338888a36af2,2,72.41,3.84,907,29,1.55639400,1
a420c84d-fd13-4d02-9895-f4c266f8bb08,15,89.29,4.14,566,28,1.85068300,1
afba09fb-bd15-4529-ad9f-1b6543b129a6,12,76.92,4.09,950,39,1.19243550,1
85261c3f-b4e9-4135-86f1-4ad43ba8f8d5,23,68.57,3.94,174,35,2.18851460,0
fa15c447-d252-4764-b521-724f0f89aae9,25,68.57,3.94,174,35,1.36408930,1
49ca616f-169b-4268-949c-06d8e668f5d4,5,71.88,3.69,126,32,1.51159030,0
6472b76b-85c2-4ec1-8e65-b88d9e53fc1b,10,80.65,4.31,1092,31,0.50825160,1
1399c8c7-c1af-48e0-a340-6a5a96e5f558,27,81.25,4.04,1022,32,3.61386580,1
e76ee290-426e-4362-8ac9-c7dc722c2751,30,62.07,3.57,1191,29,2.59347930,0
